"Komentar","Kategori","",""
"Ka ini sempol nya klo udh habis repeat order lagi ato konsumen bikin sendiri?","Netral","",""
"kalau 1 kampung udah ada yg join . kita masih bisa join ngga kak","Netral","",""
"Jujurr kalian wajib cobainnnn!!! Seenak itu woii","Positif","",""
"sayang topping nya pro isriwil","Negatif","",""
"gabisa buka di jakarta apa kak?","Netral","",""
"pingin punya gerai yg cantik kyk gini jugak...","Positif","",""
"ada kemitraannya ngga kak ??","Netral","",""
"sumpah enak banget kk, saya semalm belik pas pertama buka, untung pembeli pertama karena setelah punya saya dibuat yg ngantri luar biasa rameee❤️❤️","Positif","",""
"Wah pasti enak nih. Sukses terus kakak","Positif","",""
"buka franchise?","Netral","",""
"Baru tadi mlm beli ini😁","Positif","",""
"kak mau nanya , klo cup bikin sendiri pake logo, bikin apa nya pake ya kak , tolong di Jawab 🙏","Netral","",""
"woww ngiler liatnya","Positif","",""
"menggoda ini es nya🥺","Positif","",""
"enak kali woy","Positif","",""
"1 cup nya brp","Netral","",""
"mantap semoga sukses👍apapun usaha nya kita pasti bisa mencapai sesuatu apa yg kita mau..Krn rejeki hari ini atau hari esok gak ada yg tau.hanya rahasia ALLAH☝️semangat.","Positif","",""
"Manisss bgt","Positif","",""
"Izin copas kata2nyanya ya kaa🙏","Netral","",""
"1000 km dari tempat aku 😌","Negatif","",""
"segitu dijual berapa kak","Netral","",""
"pengen join jualan bisa gak kaa","Netral","",""
"🥰🥰🥰🔥🔥🔥 pingin coba","Positif","",""
"Itu pake santen ya kak","Netral","",""
"ice cream ny rasa apa ka?","Netral","",""
"Kuahnya dari apa itu kak?","Netral","",""
"maauuuuu😭","Positif","",""
"semangat pejuang Rupiah 👍🥰","Positif","",""
"jauh amat di pekan baru🥺","Negatif","",""
"ya ampunnm ngiler😭😭","Positif","",""
"Kak mau franchise nya dongggg 😊","Positif","",""
"hah enaaak bangeeet😭","Positif","",""
"Enak bgt pas panas 🔥🔥","Positif","",""
"Tapi ditarim gak ada jual Kya gini😭🤣","Negatif","",""
"yg enak2 itu selalu jauhh😢","Negatif","",""
"spil harga kk","Netral","",""
"spill menu ny ka","Netral","",""
"Modal brp ka","Netral","",""
"semangattt terus ya kak, karna guru terbaik adalah dari pengalamann🥰🥰🥰","Positif","",""
"full gula 😭😭😭","Negatif","",""
"ada kemitraan nya gak sihhh?????","Netral","",""
"es apa itu? es jagung ya?","Netral","",""
"di jual.hrga brp k","Netral","",""
"semangat terus jualanya kak","Positif","",""
"udh bikin. tapi rungka🤣","Negatif","",""
"keren kak vt nya. 🥰
 bangu support kak ,follow yah kak.","Positif","",""
"mas tempat es nya itu kapasitas berapa liter yah?","Netral","",""
"banyak kali gula nya, bikin diabetes cepat, gula dari jelly jagung, SKTM, es krim, Oreo, keju, SKTM lagi, boleh jualan, tapi mikir kesehatan juga ","Negatif","",""
"udh pernah trs bangkrut","Negatif","",""
"jualnya berapa harganya kk","Negatif","",""
"tim yg dapet Rafael struick","Netral","",""
"min versi Pratama arhan GK ada min","Netral","",""
"baru kali ini iklan nya ga di skip🗿","Netral","",""
"udah ada di seluruh indonesia belum min?","Netral","",""
"Tambah versi yg lain minn","Netral","",""
"kasian ujung ujung nya dibuang botol nya🥲🥲","Negatif","",""
"min versi labelnya marselino donggg🤗","Positif","",""
"kenapa belum ada di sini minn😭😭🥺","Negatif","",""
"kok dibali belum ada min 😖😭","Negatif","",""
"kok di daerah aku gak ada min😭","Negatif","",""
"Min kok di Makassar belum ada yang label baru udh cari di mana’ ttp gk ada huhu🥺","Negatif","",""
"sekarang percaya min le minerale ada manis-manisnyaa","Positif","",""
"min saya kalo beli ke warung selalu minta yang rafael 😂❤️","Positif","",""
"versi lino min","Netral","",""
"yey di tempat ku udah ada min😁","Positif","",""
"versi marselino","Netral","",""
"please cepat sebar luaskan lagi,,,di daerahku blum ada","Netral","",""
"MARSELINOO MANAA!","Negatif","",""
"keluarin versi marselino min 😁","Netral","",""
"lino kapan launching nya🥺","Negatif","",""
"makin manis ini le minerale ganti label😍😍","Positif","",""
"min kenapa ga ada versi linoo!!!","Negatif","",""
"yang gambar Rafael susah amat yak😫😫","Negatif","",""
"Lino ku manaaaaa😭","Negatif","",""
"kok marselino gk ada min 😭","Negatif","",""
"Minnnn liat tuh banyaj yg tag","Netral","",""
"MARSELINO MANA MINN 😡","Negatif","",""
"min tambahin arhan","Netral","",""
"kok di Jatim belum ada yaaa😞","Negatif","",""
"Akhirnya ad ernando ari sutaryadi di le minerale, VAMOS🔥","Positif","",""
"gw baru dapet ernando,nathan,struick, Rizki rido","Netral","",""
"ah cape cape cari marselino ternyata ngk ada🥺","Negatif","",""
"Cuma iklan le minerale yg ga gue skip 😂😂","Positif","",""
"bisa jadi koleksi","Netral","",""
"min masa ga ada yang marselino,yang bener aja😞","Negatif","",""
"tiap hari gw ke Indomaret ternyata gk ad,yaudah gw beli teh pucuk 😅","Negatif","",""
"yang Rafael udah dapet tingal Nathan Riski ridho sama ernando nih 🥰","Positif","",""
"udah punya yg nando min😁Rafa, ridho, nathan abis stok nya🙂","Negatif","",""
"min persi Marten paes sama Justin Ama bang Jay Ama calpin Ama tom haye semuanya aja min😁","Positif","",""
"dah dapet nathan sama rafael🔥🔥","Positif","",""
"belinya dimana ini lucu bgt .. pengen beli Rafael","Positif","",""
"labelll merselinooo nyaaaaaa mana minnn🥰🙏🏻","Positif","",""
"minn aku blm dapett dapettt😭😭😭","Negatif","",""
"tangung jawab gak lu gue dah keliling belum dapet 1 pun😭😭😭😭","Negatif","",""
"Justin mana","Netral","",""
"min aku ngasih saran, sekali-kali buat iklan yang agak kocak, kayak infinix oficial dll","Netral","",""
"min arhan nggak nih?","Netral","",""
"mana witan nya min","Netral","",""
"min adain yg Justin dongg","Netral","",""
"min di Alfamart terdekat ku blom ada😫","Positif","",""
"ini baru rill manisnya","Positif","",""
"arhan ngga ada min🥺🥺🥺","Negatif","",""
"Blm ada dsni 😭","Negatif","",""
"minm di tempat ku belom adaa😔","Negatif","",""
"udah dapet min yang nathan🤗","Positif","",""
"Kok di malang belum adaaaa sih uda keliling loh min😭","Negatif","",""
"min galon 15L selalu kosong di indomaret dan alfamart. kenapa ya.","Negatif","",""
"AKUU SENENGG BNGTT PLISS😭","Positif","",""
"pliss di bagian ntb belum ada 🥺","Negatif","",""
"aku dapet semua nihh minn😁","Positif","",""
"di aku adanya rafael sama ernando aja😭
 susah nyari yg ridho sama nathannya😭😭","Negatif","",""
"min kok gak ada yang versi marselino sih🥺","Negatif","",""
"tinggal Nathan😞","Negatif","",""
"Marselino minn","Netral","",""
"min di Deket rmh ak cumak ada Aqua yang ada gambar timnas nya lemineral blm ada masih kemasan lama Jambi blum adaa","Negatif","",""
"Min di Kota Ambon,Maluku kok blm ada sih min😞😞😞😞","Negatif","",""
"ditempatku belom adaa 😞😞","Negatif","",""
"Alhamdulillah,udah dapett🤩","Positif","",""
"min mintaaaa😭😭😭","Positif","",""
"di tunggu versi galon ya min","Netral","",""
"min,kirimin 1 truk dong yg ada rafael nya💋🗿","Positif","",""
"Khusus daerah jawa saja,,,,,,untuk Sumatera, Kalimantan, Sulawesi & Indonesia Timur barang tahun 2025 sampai...BANGGA TERLAMBAT 👏","Negatif","",""
"min aku dapet banyak loh","Positif","",""
"saya suka lemineral rasanya enak minum lah le mineral setiap hari","Positif","",""
"leminerale nya di minum seger banget","Positif","",""
"sekarang percaya kalo le mineral ada manis-manisnya🥰 otw beli minnnnn","Positif","",""
"barusan dari PHD..Kok jadi 21.500 hmmmm gimana sih","Negatif","",""
"sy mau pizza , lasagna nya","Positif","",""
"kak kl birthday treat tuh cuma di pizza hut ya?","Netral","",""
"masa siih ko suami ku bli gk ada promo","Negatif","",""
"s&k nya apa min","Netral","",""
"PDP kah ? Pembelian dg Pembelian?","Netral","",""
"mantap ni","Positif","",""
"lewat aplikasi gak bs?","Netral","",""
"berlaku kapan & di PhD mana?","Netral","",""
"Produknya apa aja","Netral","",""
"mau cuma 17 ewuuu","Positif","",""
"jadi harus beli pizza yang normal dlu yaa?baru bisa nebus pizza yg 17rban ini?","Netral","",""
"ini maksudnya kita 2 produk tapi harganya 17 satu? tp minimal order harus 2","Netral","",""
"sampai kapan ini min","Netral","",""
"sampe tgl berapa?","Netral","",""
"insyaallah beli deh kangen lama sama PHD","Positif","",""
"ini harus beli menu hrg normal baru beli yh kedua baru dpt hrg 17k kah? mohon pencerahannya","Netral","",""
"bener g tuh","Netral","",""
"bulan november ada promo lagi engga kaaaa","Netral","",""
"@xiaoan517 coba kemarin kita makan ini ya🥺","Positif","",""
"hahahaha datang jam 10.12 WIB aja udah sold tuh pizza, lha bukanya jam 10.00 apa jam 7 pagi sih? mau aku sebutin outletnya sekalian apa😏","Negatif","",""
"wahh baru muncul nih terakhir promo besok dong ya .. gaskeun ach 5menit dari rumah","Positif","",""
"kakak gimana cara belinya sy mau","Positif","",""
"sampai kapan ini min","Netral","",""
"sampe tgl berapa?","Netral","",""
"pembayaran nya bisa cash gak ka?","Netral","",""
"seperti di PhD krampung sby ya?","Netral","",""
"ini harus beli menu hrg normal baru beli yh kedua baru dpt hrg 17k kah? mohon pencerahannya","Netral","",""
"bener g tuh","Netral","",""
"bisa delivery gak","Netral","",""
"syaratx ap kk","Netral","",""
"min hari ini aku ulang taun nih dapet hadiah ga dari phd 😁","Netral","",""
"ada syarat tertentu ngak","Netral","",""
"ini tebus murah bukan min","Netral","",""
"satu varian bisa beli lbh dari satu g min","Netral","",""
"mau dong","Positif","",""
"beli pebib dari 2 bisa ga ya","Netral","",""
"hallo kk,,mau pesan pizza cek hrgga","Netral","",""
"Promo nya sampe tgl berapa min","Netral","",""
"wahh.. gaskeun ach 5menit dari rumah","Positif","",""
"sampai kapan promonya?","Netral","",""
"promonya tanpa syarat kak?","Netral","",""
"kak Spil harga Kulkas yg ada layar bisa di liat","Netral","",""
"terbaik ini🥰","Positif","",""
"gue mau kalau dikasih gratis. mau jadi endors😂😂😂","Positif","",""
"Harga berapa bang ?","Netral","",""
"boros untuk listrik nya 😜","Positif","",""
"bisa kredit nda pak..#maaf trima.kasih 🙏","Netral","",""
"harganya berapa bg 🙏","Netral","",""
"cek harga","Netral","",""
"Wahh bagus banget ya","Positif","",""
"Spil Hitachi yg pintu 4 kak","Netral","",""
"kepo harga kak","Netral","",""
"Pengen beli tapi di dapur gue ga cukup 😭","Positif","",""
"spill yg Polytron Belleza kak 2 pintu","Netral","",""
"sholawatin dlu 🤲🤲","Positif","",""
"Daya listrik 900 bisa jegleg ya😂","Negatif","",""
"pengen,,,","Positif","",""
"langganan kak klo beli elekronik selalu kesini","Positif","",""
"brpa harga x","Netral","",""
"brp","Netral","",""
"spil Panasonic 2 pintu bolo","Netral","",""
"bayar listriknya gk kuat","Negatif","",""
"Alhamdulillah punya kulkas yg side by side aja dah senang banget🥰🥰🥰","Positif","",""
"mehongg 😭😭😭","Negatif","",""
"massalloh hargA y aja lumayan tpi si keren juga akupegen juga iya inssalloh klau py rejeki mydahan kebli","Positif","",""
"Sempil harga bos","Netral","",""
"cuma yg buat ngisi tiaphari nya itu yg super boros😀","Negatif","",""
"harga kulkas berapa ya and bisa d kirim cod tak","Netral","",""
"kulkas Sultan kk..🥰","Positif","",""
"Alhamdulillah q kmrn pesen kulkas yg kcil panasonic..hri ini kta y d anter","Positif","",""
"bisa sefil harga nya kk kulkas yng di pidio","Netral","",""
"Aamiin X3 Yaa Rabalallaamiin Alhamdullillah kunfayakun smg ALLAH SWT Memberi kelancaran","Positif","",""
"masyaallah idaman....semoga dimampukan membeli","Positif","",""
"napa ga di spill hrg sih, kulkas panasonic 3pt + raknya?","Positif","",""
"ya ALLAHHHHH ....kulkas idamankuuuuuu🥰🥰🥰","Positif","",""
"tanya hrg g dijwb😁","Negatif","",""
"pasti mahal 😆","Negatif","",""
"harga nya pasti mhl","Negatif","",""
"geting banget klo ada barang bagus tp ditanya harga jawabnya nunggu muter²,gk puas klo cuma nonton tp gk tau harga","Negatif","",""
"ada kompor gas dua tungku merk gmc gak mas","Netral","",""
"sllohuma sholiala muhammad, bisa kebeli aaamin","Positif","",""
"brp hrg kak yg pintu 3 itu","Netral","",""
"bagus bgt ya","Positif","",""
"cantik bgt","Positif","",""
"hirginyi brp kk😫?","Netral","",""
"listrikny gmn? psti boros😂","Negatif","",""
"Listriknya berapa watt kak","Netral","",""
"bagus banget","Positif","",""
"info harga boss","Netral","",""
"Panjang x lebar berapa ya ini","Netral","",""
"sayang gk lebaar ..bguus model nya","Netral","",""
"allahumma sholli ala sayyidina Muhammad","Positif","",""
"baru bln kmren beli yg 4pintu yg harga 16jt punya shap eh sekarang dah keluar model baru😪","Negatif","",""
"900 wat listrik rumah kuat gk kk ..","Negatif","",""
"huuuuuf sumpah pengen banget","Positif","",""
"kulkas nya bagus bisa ngaca terus ini mah🤭","Positif","",""
"paling ogah kalou ditanya harga suruh dm,kalian jualan apa mau upet upetan kenapa ga di kasih harga di sini biar orang tau harganya..cuma tanya suruh dm emang kalian pikir kami ini cewe apaan🙄","Negatif","",""
"Allah huma soliala saidina muhamad.. bsk kita beli kun fayakun 🤲","Positif","",""
"aku mau kak 1","Positif","",""
"spill kulkas 2 pintu yang ada dispenser air nya","Netral","",""
"nanti kebeli whatnya gak kuatkan lucu😂😂🤣🤣","Negatif","",""
"Halah ribeud, gk berani spil harga pulak, 😂 jualan kocak","Negatif","",""
"kulkas impian pansonic","Positif","",""
"KENAPA G DISPIL SEKALIAN SIH HARGANYA.. nanti kalau nanya""doang g beli marah..","Negatif","",""
"kaki bawah ada roda?","Netral","",""
"Terjangkau 22jt 😳😳😳","Negatif","",""
"gaji 1 bln cuma cukup beli kulkas 😭😭😭","Negatif","",""
"aq suka merk Panasonic awet dan wattnya kecil","Positif","",""
"kalau beli sih mampu, tapi nanti kalau aku beli isinya kebanyakan air isi ulang ke botol😂, pintu 2 aja kadang cuman isi tempe tahu sayur sama air sebanyak ""nya🤭","Negatif","",""
"cek mahar","Netral","",""
"utk nyimpan ikan dan daging dimna?","Netral","",""
"jatuh cinta sama Panasonic","Positif","",""
"cek lok","Netral","",""
"Kualitas banget kulkas 4 pintunya kak keren","Positif","",""
"bisa kridit gk mas","Netral","",""
"minusnya kaca itu, fingerprint nempel😭","Negatif","",""
"cuma
 ....😅","Negatif","",""
"waaaww mantap,insyaallah optimis ke beli😄","Positif","",""
"Tv AC udah panasonic sholawatin dulu kulkasnya","Positif","",""
"🥰 cantik2 ya kkkkk","Positif","",""
"freezernya kecil ","Negatif","",""
"shalawatin dulu
 ngumpulin uangnya insyaallah scpatnya punya ini di rumah","Positif","",""
"orang² brduwet sperti sandra dewi auto lgsg co liat ini😭","Positif","",""
"cakep.... uangnya jg cakep.... 😅","Positif","",""
"wattnya tinggi","Negatif","",""
"pasti harganya jg mantep ya bang","Negatif","",""
"panasonic elektronik pling unggul ..irit listrik ..mmg mahal sih","Positif","",""
"kondisi listrik harus stabil di rmh ya, daerah saya sering mati lampu lemari es side by side yg saya punya rusak servicenya pakai garansi jg mahal tanpa garansi apalagi 😭","Negatif","",""
"ukuran lebar nya berapa ya ?","Netral","",""
"klu masih bisa rusak bearti belom bagus","Negatif","",""
"merek panasonic ini tuh fav aq, d rmh pake kulkas panasonik udh 11thn masih awet bgt, blm pernah service sekalipun🥰🥰","Positif","",""
"rekomen dong kk kulkas budged 5-7 jta","Netral","",""
"semakin canggih barang elektronik maka semakin singkat umurnya, krn elektronik zmn now di rancang untuk pemakaian jangka pendek.😂","Negatif","",""
"kalo panasonic mah kualitas jgn ditanya aweettt","Positif","",""
"wah keren","Positif","",""
"uda cek.. ukurannya agak kecil","Negatif","",""
"CUMA😭😭😭 kantongku menjerit","Negatif","",""
"sayang,pintu freezernya gak yg spt laci","Negatif","",""
"mahal pol","Negatif","",""
"@paol cuma 23jt😂","Negatif","",""
"spil tv ukuran besar dong kak","Netral","",""
"panasonic dong punya ku udah 17 th masih bagus masih dingin","Positif","",""
"baru 4 bulan udah nglupas bowl nya punya ku🥺padahal aku suka bgt pake Miyako","Negatif","",""
"kak q beli Miyako yg kyk gni selang 3 hari ngelupas jdi kelihatan putih2 ... mau ku gnti dalemnya jual GK ya kak krna tkut bahaya untuk kesehatan","Negatif","",""
"wah aq juga pake miyako dr dulu magicomnya, terbaik emang kualitasnya","Positif","",""
"udh cantik, multi talenta, sabar jg sebagai ibu,, wah komplit amat nikita willy,, ditambah masaknya pake produk miyako.. makin ter D'Best 😄👍🏻","Positif","",""
"mantap, suka banget produk Miyako","Positif","",""
"jgn di ragukan lg Miyako emang top ✨","Positif","",""
"suka banget pake mejicom Miyako dari 2010 masih bagus tapi tutup nya udah keropos","Positif","",""
"dr dulu q tetep setia pakai miyako.awet,tdk lengket,harga jg lebih murah di banding lainya","Positif","",""
"semoga launching warna biru 💙","Positif","",""
"Tu bagus kan Miyako merk lokal.","Positif","",""
"Miyako produk terbaik","Positif","",""
"Aku klo punya peralatan versi mahal pake philips kalo versi murah pasti miyako, 2 merk itu yg ku percaya keawetannya","Positif","",""
"pengen beli","Positif","",""
"pingin nyoba kk","Positif","",""
"cantik bngt nikita🥰","Positif","",""
"Nikita Willy cantik🥰🥰","Positif","",""
"cek harga 😁","Netral","",""
"😂😂😂masakan gitu klo aku bkin asam lambung😂😂
 klo aku sarapan ya nasi sama kangkung 🤣🤣","Negatif","",""
"berapa han harga nya blender Miyako itu","Netral","",""
"sya jualan jus buah smoties pkai blender nya yg ini.. alhamdulillah sdh 3 blender. insya allah mau tambah lagi","Positif","",""
"wanita berkelas🥰","Positif","",""
"Miyako ku memang paling cocok semua bahan kerensih","Positif","",""
"langsung aja kasih kranjang kuning","Positif","",""
"dia blum tau sarapan mkn nasi uduk 😅","Netral","",""
"Tempat kerjaku dlu 🥰","Positif","",""
